,author_id,text
2013-04-03 13:46:11.512872961,27314433,"olavtorvund : rike boligspekulanter og andre rikinger får penger fra staten , de fattige , som studenter , får tilbud om å låne penger . "
2013-04-03 13:52:25.959354372,377590012,"jasminabundo : krishanssen hei kristoffer , da fant jeg deg også her , så kjekt 😊 siden du svarer oss ikke i fb gruppa lengere så legger "
2013-04-03 15:05:32.987502595,863633306,"erna_solberg oberstdorf2021 hopplandslaget hei ! kan du skape unntak for familie og kjærester igjen , vær så snill !? du sa at norge trenger mer barn . det er mange kvinner som har mistet babyen sin pga innreiseforbud . ta disse kvinnene i hensyn ! mvh  # loveisnottourism "
2013-04-03 16:14:56.476082181,1356983895309373440,"ajaj , dere må ikke vise arkivbilder fra fondsbu med snøforhold som i juni , nrkno ! holdt på å få hjerteattakk her , jo . # dagsrevyen "
2013-04-03 18:15:14.906800131,863633306,"slippossinn : strosterud ja , vi ønsker trygge og langsiktige løsninger , vi ønsker ikke å smitte verken våre nærmeste eller være "
2013-04-03 18:20:19.325132819,863633306,"slippossinn strosterud jeg lurer på om jeg skrev til deg i norsk , ville du ha deg vært litt snillere til meg ? forresten bra skrevet slippossinn "
2013-04-03 18:22:04.451168260,863633306,strosterud numanthabit aikerots akselsterri han er  * opprinelig * norsk  & lt ; 3 med norsk pass 
2013-04-03 19:04:35.993161734,863633306,"slippossinn : strosterud du veit , man får ikke kommet inn til sitt eget bryllup om dagen viss man ikke allerede bor her ? ikke en gang "
2013-04-03 20:13:26.141067268,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv vi kan ikke la private barnehagedrivere bestemme hvor mange barnehageplasser vi trenger i kommunen ! rådmannens tall og størrelsen på barnekull viser at vi har nok plasser med buffer , slik det er i dag ! "
2013-04-03 20:31:49.830242310,863633306,"strosterud leapsko numanthabit aikerots akselsterri ja det skjønner jeg . men hva vi vil som en gruppe er at vi går på karantene eller isolasjon i 14 eller 10 dager , og vi tester før og etter ankomst til norge for kovid19 . dette er alt . vi vil ikke at norge slipper inn vanlige turister eller sånne ting . "
2013-04-03 20:37:45.939226627,863633306,strosterud leapsko numanthabit aikerots akselsterri det har vært mange kvinner som mistet babyene sine pga innreiseforbud og sånne ting . det har vært selvmord også . vi er ikke en stor gruppe . det finnes ingen statistikk at vi bidro til smittetallet i norge siden vi måtte gå på karantene fra begynnelsen . 
2013-04-03 21:04:12.245917704,1351958427669569536,"oleandreasenge2 : når demokratiske verdier og rettsstatsprinsipper utfordres , er åpenhet og god kommunikasjon svaret . her svikter "
2013-04-03 21:14:08.193601536,1350448732043681794,- det er ingen grunn til å gi utleiere koronastøtte . denne type virksomhet bør ut av koronastøtteordninga og svparti vil fremme forslag om dette i forbindelse med behandlinga av krisepakka på  i stortinget . sv_karin  # fordemange  
