,Unnamed: 0,author_id,text
0,2013-04-03 13:46:11.512872961,27314433,"olavtorvund: rich housing speculators and other rich people get money from the state, the poor, as students, are offered to borrow money."
1,2013-04-03 13:52:25.959354372,377590012,"jasminabundo: krishanssen hi kristoffer, then I found you here too, so nice 😊 since you do not answer us in the fb group anymore so add"
2,2013-04-03 15:05:32.987502595,863633306,"erna_solberg oberstdorf2021 the national jumping team here! can you create exceptions for family and boyfriends again, please !? you said that norway needs more children. There are many women who have lost their baby due to entry bans. take these women into consideration! mvh # loveisnottourism"
3,2013-04-03 16:14:56.476082181,1356983895309373440,"ajaj, you must not show archive photos from fondsbu with snow conditions like in June, nrkno! was having a heart attack here, yes. #dagsrevyen"
4,2013-04-03 18:15:14.906800131,863633306,"slippossinn: strosterud yes, we want safe and long-term solutions, we do not want to infect either our loved ones or be"
5,2013-04-03 18:20:19.325132819,863633306,"slippossinn strosterud I wonder if I wrote to you in Norwegian, would you have been a little kinder to me? by the way well written slippossinn"
6,2013-04-03 18:22:04.451168260,863633306,strosterud numanthabit aikerots akselsterri he is * original * norwegian &amp; lt; 3 with Norwegian passport
7,2013-04-03 19:04:35.993161734,863633306,"slippossinn: strosterud you know, you are not allowed to come to your own wedding during the day if you do not already live here? not even"
8,2013-04-03 20:13:26.141067268,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv we can not let private kindergarten drivers decide how many kindergarten places we need in the municipality! the councillor&#39;s figures and the size of the litter show that we have enough places with a buffer, as it is today!"
9,2013-04-03 20:31:49.830242310,863633306,"strosterud leapsko numanthabit aikerots akselsterri yes I understand that. but what we want as a group is that we go on quarantine or isolation for 14 or 10 days, and we test before and after arrival in norway for kovid19. this is all. we do not want norway to let in ordinary tourists or things like that."
10,2013-04-03 20:37:45.939226627,863633306,strosterud leapsko numanthabit aikerots akselsterri There have been many women who lost their babies due to entry bans and things like that. there have been suicides as well. we are not a big group. there are no statistics that we contributed to the number of infections in norway since we had to be quarantined from the beginning.
11,2013-04-03 21:04:12.245917704,1351958427669569536,"oleandreasenge2: when democratic values and the rule of law are challenged, openness and good communication are the answer. here fails"
12,2013-04-03 21:14:08.193601536,1350448732043681794,- there is no reason to give landlords corona support. this type of activity should be excluded from the corona support scheme and svparti will submit proposals on this in connection with the consideration of the crisis package in the Storting. sv_karin # fordemange
13,2013-04-03 21:59:16.875190275,1003278240583241728,ikeaknuffelbeer godverdommenondendju
14,2013-04-03 23:34:47.548526593,11534522,"aft_meninger: - the green shift has for many become synonymous with &quot;reduction of greenhouse gas emissions, cost what it will cost&quot;, but it"
15,2013-04-04 00:30:12.100706304,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv if you refer to the last survey conducted inland, only private kindergartens were surveyed, ie no municipal. but in trysil it is about structure and number of places, we have not had the quality up for processing, nor put questions about it"
16,2013-04-04 01:57:13.921036305,1352332285673144320,throwback to when I applied for a study place because the technical aspects of politics seemed fun and I did not want to define myself ideologically and engage in anything. oh boy have the times changed.
17,2013-04-04 02:25:15.463696394,1357054433784389636,"dagfinnhessenp ketamine, ketadine, keta-all-together! great that the public sector can also make money, or offer treatment with increasingly well-documented effects, as it is also called. salute to you who have been in the storm for a long time."
18,2013-04-04 02:28:22.886182915,271099189,is it allowed to say &quot;ie from molde in to&quot; today?
19,2013-04-04 02:35:56.747624454,1205654574205460481,it is horrible to hear hoyretina lundkjetil and bsverdrup on #nrkdebatt. hognehongset is the one who manages the reason in this case. thanks to fredrik solvang for exposing the madness.
